,id,name,short_description,gender,country,occupation,birth_year,death_year,manner_of_death,age_of_death,agerange
736732,Q12378408,Veljo Käsper,film,,Estonia,Artist,1930,1982.0,,52.0,50-59
736733,Q12378428,Vello Puujalg,artist,,Estonia,Artist,1962,1995.0,,33.0,30-39
737038,Q12388896,Narf,composer,Male,Spain,Artist,1968,2016.0,,48.0,40-49
737050,Q12388941,Francisco Mantecón,painter,Male,Spain,Artist,1948,2001.0,,53.0,50-59
737133,Q12390931,Jorge Cuña Casasbellas,writer,Male,Spain,Artist,1945,2004.0,,59.0,50-59
737231,Q12392668,Manuel Balboa Rodríguez,composer,Male,Spain,Artist,1958,2004.0,,46.0,40-49
737318,Q12392946,Marisa Soto,actor,Female,Spain,Artist,1955,1998.0,,43.0,40-49
737337,Q12396969,Paco Souto,poet,Male,Spain,Artist,1962,2017.0,,55.0,50-59
737396,Q12400840,Suso Díaz,,,Spain,Artist,1971,2010.0,,39.0,30-39
737428,Q12402773,Xosé Carlos Gómez Alfaro,poet,Male,Spain,Artist,1949,2008.0,,59.0,50-59
737433,Q12402782,Xosé Cribeiro,writer,Male,Spain,Artist,1936,1995.0,,59.0,50-59
737459,Q12402889,Xosé Tarrio González,writer,Male,Spain,Artist,1968,2005.0,,37.0,30-39
737467,Q12403066,Ángel Barja,composer,Male,Spain,Artist,1938,1987.0,,49.0,40-49
737504,Q12404038,Amir Frischer Gutman,singer,Male,Israel,Artist,1976,2017.0,accident,41.0,40-49
737622,Q12408754,Meir Banai,singer,Male,Israel,Artist,1961,2017.0,natural causes,56.0,50-59
737775,Q12471446,Alex Komang,actor,Male,Indonesia,Artist,1961,2015.0,,54.0,
737804,Q12478586,Charles Hutagalung,singer,Male,Indonesia,Artist,1948,2001.0,,53.0,
737815,Q12482405,Ellya Rosa,actress,,Indonesia,Artist,1932,1991.0,,59.0,
737819,Q12482792,Farida Arriany,actress,Female,Indonesia,Artist,1938,1977.0,,39.0,
737850,Q12486545,Indra Safera,actor,,Indonesia,Artist,1968,2003.0,,35.0,
737852,Q12486760,Irena Justine,actress,Female,Indonesia,Artist,1993,2016.0,,23.0,
737856,Q12486937,Jack Lesmana,musician,Male,Indonesia,Artist,1930,1988.0,,58.0,
737913,Q12503825,Paula Rumokoy,actress,Female,Indonesia,Artist,1949,1993.0,,44.0,
737916,Q12508601,Ricky Dayandani,musician,Male,Indonesia,Artist,1971,2012.0,,41.0,
737917,Q12508669,Rina Gunawan,actress,Female,Indonesia,Artist,1974,2021.0,,47.0,
737919,Q12509219,Ruth Pelupessy,actor,Female,Indonesia,Artist,1940,1996.0,,56.0,
737920,Q12509228,Ryan Hidayat,actor,Male,Indonesia,Artist,1970,1997.0,,27.0,
737922,Q12512127,Saphira Indah,actress,Female,Indonesia,Artist,1986,2019.0,natural causes,33.0,
738088,Q12566503,Тынышбай Рахимов,,,,Artist,1946,1999.0,,53.0,50-59
738752,Q12604190,Shin Dong-yeop,poet,Male,South Korea,Artist,1930,1969.0,,39.0,30-39
739071,Q12611925,이승조 (화가),,,,Artist,1941,1990.0,,49.0,40-49
739089,Q12612103,Lee Young-hoon,,Male,,Artist,1960,2008.0,,48.0,40-49
739140,Q12612526,Lee Jae-hoon,,,South Korea,Artist,1961,2007.0,,46.0,40-49
739168,Q12612818,Lee Jin-soo,,,South Korea,Artist,1938,1998.0,,60.0,50-59
739244,Q12614235,Jia Hongsheng,actor,Male,People's Republic of China,Artist,1967,2010.0,suicide,43.0,40-49
739436,Q12619540,Choi Myung-hee,writer,,South Korea,Artist,1947,1998.0,,51.0,50-59
739535,Q12624849,Heo Su-gyeong,writer,Female,South Korea,Artist,1964,2018.0,,54.0,50-59
739605,Q12626849,Ana Bešenić,writer,Female,Croatia,Artist,1952,2012.0,,60.0,
739664,Q12629966,Dolores Lambaša,actress,Female,Croatia,Artist,1981,2013.0,accident,32.0,
739666,Q12630065,Dragan Milivojević,,Male,,Artist,1938,1993.0,,55.0,50-59
739806,Q12636206,Maria Ursic,,Female,,Artist,1940,1985.0,,45.0,40-49
739812,Q12636252,Marija Čudina,,Female,,Artist,1937,1986.0,,49.0,40-49
739844,Q12636922,Milena Benini,writer,Female,,Artist,1966,2020.0,,54.0,50-59
739896,Q12644472,Vedran Ivčić,,,,Artist,1951,2003.0,,52.0,50-59
740081,Q12648168,Alvydas Lukoševičius,singer,,Lithuania,Artist,1956,2008.0,,52.0,50-59
740149,Q12648654,Antanas Kalanavičius,poet,Male,Lithuania,Artist,1945,1992.0,,47.0,40-49
740174,Q12648707,Antanas Masionis,poet,Male,Lithuania,Artist,1941,1974.0,,33.0,30-39
740242,Q12649702,Aurimas Babkauskas,actor,,Lithuania,Artist,1946,1991.0,,45.0,40-49
740385,Q12656425,Henrikas Andriukonis,actor,,Lithuania,Artist,1938,1985.0,,47.0,40-49
740616,Q12658660,Juozas Ruzgis,poet,Male,Lithuania,Artist,1940,1980.0,,40.0,30-39
740952,Q12669918,Povilas Dikčius,composer,Male,Lithuania,Artist,1933,1991.0,,58.0,50-59
741044,Q12670915,Ramūnas Klimas,writer,,Lithuania,Artist,1945,2002.0,,57.0,50-59
741187,Q12676109,Vaidotas Daunys,writer,,Lithuania,Artist,1958,1995.0,,37.0,30-39
741310,Q12678362,Vytautas Janulionis,artist,Male,Lithuania,Artist,1958,2010.0,,52.0,50-59
741364,Q12684114,Bob Kuman,,Male,,Artist,1971,2012.0,,41.0,40-49
741497,Q12715045,Ove Enehaug,painter,Male,Norway,Artist,1953,1989.0,,36.0,30-39
741509,Q12715257,Halvdan Magnus Hansen,writer,,Norway,Artist,1953,2003.0,,50.0,40-49
741627,Q12716163,Knut Ivar Røsten,writer,Male,Norway,Artist,1952,2009.0,,57.0,50-59
741848,Q12720256,Alexandra Indrieș,writer,Female,Romania,Artist,1936,1993.0,,57.0,50-59
741855,Q12720279,Alexandru Bocăneț,film,Male,Romania,Artist,1944,1977.0,,33.0,30-39
741860,Q12720289,Alexandru Chirnițchi,,Male,,Artist,1956,2008.0,,52.0,50-59
741941,Q12720624,Anda Călugăreanu,actress,,Romania,Artist,1946,1992.0,,46.0,40-49
741946,Q12720690,Andrei Sârbu,artist,Male,,Artist,1950,2000.0,,50.0,40-49
741972,Q12721196,Augustin Pop,writer,Male,Romania,Artist,1952,1998.0,,46.0,40-49
742005,Q12722975,Bruce Williamson,singer,Male,United States of America,Artist,1970,2020.0,,50.0,40-49
742052,Q12725485,Constantin Crișan,writer,Male,Romania,Artist,1939,1996.0,,57.0,50-59
742061,Q12725499,Constantin Dracsin,writer,Male,Romania,Artist,1940,1999.0,,59.0,50-59
742112,Q12725586,Constantin Rauțchi,actor,Male,Romania,Artist,1934,1984.0,,50.0,40-49
742168,Q12726890,Doina Badea,singer,Female,Romania,Artist,1940,1977.0,,37.0,30-39
742283,Q12728726,Gabriel Stănescu,writer,Male,Romania,Artist,1951,2010.0,,59.0,50-59
742292,Q12728942,George Almosnino,poet,Male,Romania,Artist,1936,1994.0,,58.0,50-59
742317,Q12728992,George Ostafi,painter,Male,Romania,Artist,1961,2019.0,,58.0,50-59
742327,Q12729013,George Țărnea,poet,Male,Romania,Artist,1945,2003.0,,58.0,50-59
742334,Q12729058,Ghenadie Nicu,writer,,Moldova,Artist,1963,2019.0,,56.0,
742359,Q12729310,Gil Ioniță,singer,Male,Romania,Artist,1952,2004.0,,52.0,50-59
742360,Q12729322,Gina Patrichi,actress,Female,Romania,Artist,1936,1994.0,,58.0,50-59
742412,Q12730300,Ileana Sărăroiu,singer,Female,Romania,Artist,1936,1979.0,,43.0,40-49
742500,Q12730839,Ion Dumitriu,,Male,,Artist,1943,1998.0,,55.0,50-59
742657,Q12734892,Maria Drăgan,singer,Female,,Artist,1947,1986.0,,39.0,30-39
742672,Q12734970,Mariana Drăghicescu,singer,Female,Romania,Artist,1952,1997.0,,45.0,40-49
742675,Q12735020,Marina Scupra,singer,Female,Romania,Artist,1967,2017.0,,50.0,40-49
742705,Q12735380,Michaela Niculescu,actress,Female,Romania,Artist,1981,2013.0,,32.0,30-39
742725,Q12735656,Mircea Anca,actor,Male,Romania,Artist,1960,2015.0,,55.0,50-59
742742,Q12735701,Mircea Marian,writer,Male,Romania,Artist,1938,1998.0,,60.0,50-59
742745,Q12735707,Mircea Mihail Ghiorghiu,,Male,,Artist,1953,2003.0,,50.0,40-49
742796,Q12736826,Nina Behar,film,Female,Romania,Artist,1930,1989.0,,59.0,50-59
742799,Q12737054,Octavian Cotescu,actor,Male,Romania,Artist,1931,1985.0,,54.0,50-59
742840,Q12737689,Pavel Bechet,actor,Male,,Artist,1957,2002.0,,45.0,40-49
742862,Q12738594,Demetri Betts,singer,,United States of America,Artist,1973,2017.0,,44.0,40-49
742878,Q12739088,Ramona Fabian,singer,Female,Romania,Artist,1979,2013.0,,34.0,30-39
742912,Q12740846,Silvia Popovici,,,,Artist,1933,1993.0,,60.0,50-59
742927,Q12741130,Sorin Titel,writer,Male,Romania,Artist,1935,1985.0,,50.0,40-49
742947,Q12742077,Teodor Mazilu,writer,Male,Romania,Artist,1930,1980.0,,50.0,40-49
742977,Q12742393,Toma Popescu,singer,,Romania,Artist,1954,2014.0,,60.0,50-59
742982,Q12742467,Traian T. Coșovei,poet,Male,Romania,Artist,1954,2014.0,,60.0,50-59
743077,Q12744245,Șerban Georgescu,composer,,Romania,Artist,1952,2007.0,,55.0,50-59
743121,Q12745599,Julija Radenković,poet,,Serbia; Socialist Federal Republic of Yugoslavia,Artist,1954,2009.0,,55.0,
743165,Q12747913,Ljubiša Opačić,,,,Artist,1968,2008.0,,40.0,30-39
743206,Q12749279,Branimir Tori Janković,actor,,Socialist Federal Republic of Yugoslavia; Kingdom of Yugoslavia,Artist,1934,1978.0,,44.0,
743210,Q12749305,Branko Jankovic (muzicar),musician,,Serbia,Artist,1950,1982.0,,32.0,30-39
743308,Q12754905,Marina Koljubajeva,actor,Female,Serbia,Artist,1950,2004.0,,54.0,50-59
743379,Q12756493,Olga Stanisavljević,actor,Female,Serbia,Artist,1930,1987.0,,57.0,50-59
743475,Q12762087,Alexander Eckerdt,painter,Male,,Artist,1932,1992.0,,60.0,50-59
743505,Q12762385,Anna Kozáková,actress,Female,Slovakia; Czechoslovakia,Artist,1943,2000.0,,57.0,
743781,Q12767677,Ivan Laučík,writer,Male,Slovakia,Artist,1944,2004.0,,60.0,
743827,Q12768130,Jozef Dubán,,Male,,Artist,1964,2003.0,,39.0,30-39
743851,Q12768169,Jozef Jurzet,writer,Male,Slovakia,Artist,1933,1983.0,,50.0,
744176,Q12770996,Marcel Dúbravec,,Male,,Artist,1948,2006.0,,58.0,50-59
744177,Q12771048,Marius Konstantinidis,,Male,,Artist,1964,2005.0,,41.0,40-49
744205,Q12771679,Milan Kiripolský,writer,Male,Slovakia,Artist,1946,1999.0,,53.0,
744282,Q12773690,Peter Balgha,writer,Male,Slovakia,Artist,1935,1972.0,,37.0,
744298,Q12773741,Peter Martinček,,Male,,Artist,1962,2021.0,,59.0,50-59
744304,Q12773760,Peter Staník,,Male,,Artist,1947,1995.0,,48.0,40-49
744374,Q12778490,Viera Prokešová,writer,Female,Slovakia,Artist,1957,2008.0,,51.0,
745135,Q12788055,Dušan Lipovec,painter,Male,Slovenia; Socialist Federal Republic of Yugoslavia,Artist,1952,2005.0,,53.0,50-59
746092,Q12792148,Janez Čuk,actor,Male,Socialist Federal Republic of Yugoslavia,Artist,1933,1964.0,,31.0,
746142,Q12792417,Jernej Šugman,actor,Male,Slovenia; Socialist Federal Republic of Yugoslavia,Artist,1968,2017.0,,49.0,40-49
746390,Q12793099,Jure Detela,writer,Male,Slovenia; Socialist Federal Republic of Yugoslavia,Artist,1951,1992.0,,41.0,40-49
746873,Q12797432,Nevin Birsa,poet,Male,Slovenia; Socialist Federal Republic of Yugoslavia,Artist,1947,2003.0,,56.0,50-59
746998,Q12798628,Peter Košak,poet,Male,Slovenia; Australia,Artist,1943,1993.0,,50.0,
747196,Q12800522,Rudi Kosmač,actor,Male,Socialist Federal Republic of Yugoslavia,Artist,1932,1981.0,,49.0,
747387,Q12805570,Vera Lacić,singer,Female,Socialist Federal Republic of Yugoslavia,Artist,1938,1975.0,,37.0,
747617,Q12811169,Nilgün Marmara,writer,Female,Turkey,Artist,1958,1987.0,suicide,29.0,18-29
747621,Q12811480,Rafi Emeksiz,actor,,Turkey,Artist,1960,2012.0,,52.0,50-59
747670,Q12814264,Borbála Fekete,painter,,Hungary,Artist,1933,1992.0,,59.0,50-59
747809,Q12816080,Somosdi Veress Károly,,Male,,Artist,1954,1993.0,,39.0,30-39
747876,Q12816442,Ferenc Sükösd,,Male,,Artist,1933,1972.0,,39.0,30-39
747950,Q12837950,Bahman Aliyev,,,,Artist,1934,1993.0,,59.0,50-59
747969,Q12839620,Fuad Əhmədov,,Male,,Artist,1949,2004.0,,55.0,50-59
747975,Q12840201,Hafiz Baxish,poet,Male,Armenia,Artist,1932,1989.0,,57.0,
748006,Q12843200,Nazim Rizvan,,,,Artist,1951,2003.0,,52.0,50-59
748073,Q12858184,Emilio Navaira,musician,Male,United States of America,Artist,1962,2016.0,natural causes,54.0,50-59
748337,Q12875186,Georgios Foras,actor,Male,Greece,Artist,1937,1996.0,,59.0,50-59
748406,Q12877812,Thanasis Mylonas,actor,,Greece,Artist,1938,1989.0,,51.0,50-59
748415,Q12877952,Θεόδωρος Παπακωνσταντίνου,composer,,Greece,Artist,1948,1969.0,,21.0,18-29
748484,Q12879922,Kostas Karagiorges,actor,Male,Greece,Artist,1938,1989.0,,51.0,50-59
748502,Q12880708,Maria Vassiliou,actress,Female,Greece,Artist,1950,1989.0,,39.0,30-39
748544,Q12881565,Nikos Triandafyllidis,film,Male,Greece,Artist,1966,2016.0,,50.0,40-49
748669,Q12886137,Christos Vakalopoulos,writer,Male,Greece,Artist,1956,1993.0,,37.0,30-39
748687,Q12891497,Henri robert bresil,artist,Male,Haiti,Artist,1952,1999.0,,47.0,
748691,Q12891856,Jean-Claude Charles,writer,Male,Haiti,Artist,1949,2008.0,,59.0,
748706,Q12895426,Pierrot Barra,artist,Male,Haiti,Artist,1942,1999.0,,57.0,
748718,Q12898409,Yanick Jean,writer,,Haiti,Artist,1946,2000.0,,54.0,
748845,Q12950926,Tony Barlocco,actor,Male,,Artist,1930,1986.0,,56.0,50-59
748952,Q12957637,Ivica Ivanac,writer,,Croatia,Artist,1936,1988.0,,52.0,
748959,Q12957753,Jovan Janićijević Burduš,actor,Male,Serbia,Artist,1932,1992.0,,60.0,50-59
748971,Q12958517,Mladen Fain,,Male,,Artist,1942,1999.0,,57.0,50-59
748978,Q12960006,Stanislava Pešić,actress,,Serbia,Artist,1941,1997.0,,56.0,50-59
748986,Q12960799,Željko Božić,actor,Male,Serbia,Artist,1974,2006.0,,32.0,30-39
748995,Q12962194,Bing Rodrigo,singer,Male,,Artist,1954,2001.0,,47.0,40-49
749024,Q12965261,"Jess Lapid, Sr.",actor,Male,Philippines,Artist,1933,1968.0,homicide,35.0,30-39
749051,Q12969383,Pepsi Paloma,actor,Female,Philippines,Artist,1966,1985.0,suicide,19.0,18-29
749055,Q12969949,Ricky Belmonte,actor,Male,Philippines,Artist,1947,2001.0,natural causes,54.0,50-59
749167,Q13020953,Wandee Sritrang,actress,Female,Thailand,Artist,1950,1975.0,,25.0,
749220,Q13030872,Źmicier Sidarovič,musician,Male,Belarus; Soviet Union,Artist,1965,2014.0,,49.0,
749255,Q13031556,Мікалай Мікалаевіч Калінковіч,,Male,,Artist,1951,1990.0,,39.0,30-39
749260,Q13031570,Тишакін Микола Петрович,actor,Male,Belarus,Artist,1938,1993.0,,55.0,
749306,Q13033100,Vladimir Kuleshov,,,Belarus; Soviet Union,Artist,1941,1999.0,,58.0,
749318,Q13033475,Едуард Білогуров,artist,Male,Belarus,Artist,1947,1998.0,,51.0,
749567,Q13049563,Manuel Benito Moliner,writer,Male,Spain,Artist,1958,2010.0,,52.0,50-59
749578,Q13050715,Ալբերտ Իսաջանյան,,Male,,Artist,1937,1983.0,,46.0,40-49
749592,Q13050897,Ashot Avdalyan,poet,Male,,Artist,1948,1985.0,,37.0,30-39
749623,Q13052684,Давид Овсепян,,Male,,Artist,1971,1989.0,,18.0,18-29
749660,Q13058227,Parveen Sultana Diti,,Female,Pakistan; Bangladesh,Artist,1965,2016.0,natural causes,51.0,
750118,Q13103176,Jean-Christophe Massinon,painter,,France,Artist,1962,2011.0,,49.0,40-49
750290,Q13104036,Marianne Hubert,,Female,Luxembourg,Artist,1964,2010.0,,46.0,
750512,Q13109906,A.S. Nair,artist,Male,India,Artist,1936,1988.0,,52.0,50-59
750540,Q13115128,Sunil Ganguly,musician,Male,India; British Raj,Artist,1940,1999.0,,59.0,50-59
750792,Q13133751,Mikalaj Sieliaščuk,painter,Male,Belarus,Artist,1947,1996.0,,49.0,
751055,Q13137856,Sjoerd Dirk Janzen,painter,,Kingdom of the Netherlands,Artist,1955,2006.0,,51.0,50-59
751150,Q13147167,Federico Fierro Botas,writer,,Spain,Artist,1942,2002.0,,60.0,50-59
751194,Q13171316,Ишенбай Мансуров,,,,Artist,1936,1988.0,,52.0,50-59
751295,Q13192572,Kipišas,singer,,Lithuania,Artist,1979,2016.0,,37.0,30-39
751296,Q13194014,Vaidotas Spudas,poet,,Lithuania,Artist,1935,1961.0,,26.0,18-29
751330,Q13209661,Volkov Aleksandr Ivanovich,,,,Artist,1946,1991.0,,45.0,40-49
751409,Q13217123,Yannick Bauthière,,Male,,Artist,1976,2017.0,,41.0,40-49
751427,Q13217623,Vytautas Šapranauskas,actor,Male,Lithuania,Artist,1958,2013.0,,55.0,50-59
751443,Q13218104,Mariya Saakyan,film,Female,Russia; Soviet Union,Artist,1980,2018.0,,38.0,30-39
751451,Q13218392,Julie Patzwald,actor,Female,Canada,Artist,1980,2012.0,suicide,32.0,30-39
751748,Q13360311,Zach Sobiech,singer,Male,United States of America,Artist,1995,2013.0,natural causes,18.0,18-29
751754,Q13360635,Pernille Anker,actor,Female,Norway,Artist,1947,1999.0,,52.0,50-59
751964,Q13387438,Jorge Silva,film,Male,Colombia,Artist,1941,1987.0,,46.0,40-49
752297,Q13416016,Máté Tóth-Tahi,actor,,Hungary,Artist,1958,2013.0,,55.0,50-59
752308,Q13416764,Abir Goswami,actor,Male,India,Artist,1976,2013.0,,37.0,30-39
752510,Q13421141,Juraj Tušiak,writer,Male,Slovakia,Artist,1935,1986.0,,51.0,
752628,Q13421464,Ján Stacho,writer,Male,Slovakia,Artist,1936,1995.0,,59.0,
752654,Q13421527,Ján Šimonovič,writer,Male,Slovakia,Artist,1939,1994.0,,55.0,
752706,Q13422678,László Horváth,actor,,Hungary,Artist,1943,1988.0,,45.0,40-49
752928,Q13426980,Ellis Avery,writer,Female,United States of America,Artist,1972,2019.0,natural causes,47.0,40-49
753012,Q13429691,Anna Löbner,painter,Female,Germany,Artist,1953,2009.0,,56.0,50-59
753112,Q13438908,Bert Luttjeboer,singer,Male,Kingdom of the Netherlands,Artist,1960,1995.0,,35.0,30-39
754100,Q13538189,Peter Cón,,Male,,Artist,1949,1992.0,,43.0,40-49
754105,Q13538207,Peter Krištúfek,writer,Male,Slovakia,Artist,1973,2018.0,,45.0,
754193,Q13553774,Rasmus Rasmussen,musician,Male,Faroe Islands,Artist,1980,2012.0,,32.0,
754230,Q13560242,David Dewaele,actor,Male,France,Artist,1976,2013.0,natural causes,37.0,30-39
754234,Q13560250,Tally Brown,singer,Female,United States of America,Artist,1934,1989.0,,55.0,50-59
754247,Q13560354,Arlene Rothlein,actress,Female,United States of America,Artist,1939,1976.0,,37.0,30-39
754340,Q13560936,Imants Mežaraups,composer,,Latvia,Artist,1958,2013.0,,55.0,
754349,Q13561147,Leverne McDonnell,actress,Female,Australia,Artist,1963,2013.0,natural causes,50.0,40-49
754377,Q13561749,Cady Groves,singer,Female,United States of America,Artist,1989,2020.0,,31.0,30-39
754394,Q13562105,Tracy Weber,singer,Female,United States of America,Artist,1959,1981.0,homicide,22.0,18-29
754525,Q13563126,Jayne Pupek,writer,Female,United States of America,Artist,1962,2010.0,,48.0,40-49
754575,Q13564501,T. K. Padmini,artist,Female,India; British Raj,Artist,1940,1969.0,,29.0,18-29
754628,Q13567970,Arie Visser,poet,Male,Kingdom of the Netherlands,Artist,1944,1997.0,,53.0,50-59
754691,Q13572955,Dimitri Dupont,actor,,Belgium,Artist,1955,2007.0,,52.0,50-59
754769,Q13579011,Esther Hageman,writer,Female,Kingdom of the Netherlands,Artist,1957,2009.0,,52.0,50-59
755087,Q13635879,Francesco Anniballi,actor,Male,Italy,Artist,1940,1992.0,,52.0,50-59
755090,Q13636058,Ernesto Colli,actor,Male,Italy; Kingdom of Italy,Artist,1940,1982.0,,42.0,40-49
755220,Q13641711,Gerard Krake,singer,Male,Kingdom of the Netherlands,Artist,1930,1990.0,,60.0,50-59
755478,Q13737688,Johan Diepstraten,writer,Male,Kingdom of the Netherlands,Artist,1951,1999.0,,48.0,40-49
755525,Q13738510,John Vrieze,writer,Male,Kingdom of the Netherlands,Artist,1950,2009.0,,59.0,50-59
755585,Q13742564,Keith Snell,writer,Male,Kingdom of the Netherlands,Artist,1951,2010.0,,59.0,50-59
755586,Q13743909,Klaas Kleine,writer,,Kingdom of the Netherlands,Artist,1940,2000.0,,60.0,50-59
755664,Q13781592,Rolf Graf,musician,Male,Norway,Artist,1960,2013.0,,53.0,50-59
755778,Q13882547,Imre Olvasztó,,Male,,Artist,1966,2013.0,suicide,47.0,40-49
755877,Q14053201,Paul Deweerdt,painter,Male,Belgium,Artist,1940,1998.0,,58.0,50-59
755910,Q14084078,Peter Heringa,writer,,Kingdom of the Netherlands,Artist,1945,1987.0,suicide,42.0,40-49
755991,Q14104236,Saki Kaskas,composer,Male,Greece,Artist,1971,2016.0,,45.0,40-49
755993,Q14106117,Luis Iturri,actor,Male,Spain,Artist,1944,1998.0,,54.0,50-59
756216,Q14278957,Rinus van Galen,composer,,Kingdom of the Netherlands,Artist,1930,1989.0,,59.0,50-59
756235,Q14286274,Ronald Lo Presti,composer,Male,United States of America,Artist,1933,1985.0,,52.0,50-59
756432,Q14422436,Sybe Krol,poet,,Kingdom of the Netherlands,Artist,1946,1990.0,,44.0,40-49
756435,Q14423799,Antonis Papadopoulos,actor,,Greece,Artist,1932,1983.0,,51.0,50-59
756550,Q14474464,Ramunė Kmieliauskaitė,artist,Female,Lithuania,Artist,1960,2020.0,,60.0,50-59
756588,Q14481771,Theo Duquesnoy,writer,Male,Kingdom of the Netherlands,Artist,1942,1994.0,,52.0,50-59
756814,Q14537907,Alfred Hager,painter,Male,Austria,Artist,1958,1995.0,,37.0,30-39
756866,Q14542078,Per Erik Wallum,musician,Male,Norway,Artist,1950,1990.0,,40.0,30-39
757165,Q14590006,Joe Schermie,musician,Male,United States of America,Artist,1946,2002.0,,56.0,50-59
757558,Q14625951,Corinne Kruger,artist,Female,Kingdom of the Netherlands,Artist,1963,2015.0,,52.0,50-59
757560,Q14626285,Dave Mantel,actor,Male,Kingdom of the Netherlands,Artist,1981,2018.0,,37.0,30-39
757784,Q14650102,Onno Krijn,composer,,Kingdom of the Netherlands,Artist,1957,2015.0,,58.0,50-59
757958,Q14754859,John O'Banion,singer,Male,United States of America,Artist,1947,2007.0,accident,60.0,50-59
758001,Q14770921,Oksana Shachko,artist,Female,Ukraine; Soviet Union,Artist,1987,2018.0,suicide,31.0,30-39
758020,Q14777214,Eirini Marra,writer,,Greece,Artist,1943,1998.0,,55.0,50-59
758040,Q14788069,Vladimir Lisunov,painter,Male,Russia,Artist,1940,2000.0,,60.0,50-59
758094,Q14806040,Erich Ballinger,writer,,Austria,Artist,1943,2002.0,,59.0,50-59
758425,Q14899023,Anil Murali,actor,Male,India,Artist,1964,2020.0,,56.0,50-59
758815,Q14920720,Kristian Gidlund,musician,Male,Sweden,Artist,1983,2013.0,natural causes,30.0,18-29
758953,Q14942934,James Furman,composer,Male,United States of America,Artist,1937,1989.0,,52.0,50-59
759212,Q14945750,Jonathan Rendall,writer,Male,United Kingdom,Artist,1964,2013.0,,49.0,40-49
759223,Q14945904,Prem Nawas,actor,Male,India; British Raj,Artist,1932,1992.0,accident,60.0,50-59
759266,Q14946788,Willard Midgette,painter,Male,United States of America,Artist,1937,1978.0,,41.0,40-49
759287,Q14946851,Lionel Grigson,musician,Male,United Kingdom,Artist,1942,1994.0,,52.0,50-59
759486,Q14949050,Paul Carter,,Male,,Artist,1970,2006.0,,36.0,30-39
759637,Q14949655,Susan Wood,writer,Female,Canada,Artist,1948,1980.0,,32.0,30-39
